Bangla,English
জিতবে নৌকা নাই কোনো টেনশন,The boat will win—no tension at all.
"আপনার দাদী- আপনার ছোট ভাইয়ের আপা, মেজো ভাইয়ের মা","Your grandma—your younger brother’s sister, and your middle brother’s mom."
চাকিবের পোস্ট দেখে এখন রিলেক্স করতেছি,"After seeing Sakib’s post, I’m relaxing now."
তুমি আমাকে নকল করা শিখে গেছ সাকিপ ভাই,"You’ve learned how to copy me, Sakib Bhai."
সোহাগী জাহান তনু ধর্ষন ও হত্যার শিকার হোন ২০১৬,Sohagi Jahan Tonu was a victim of rape and murder in 2016.
খেলার ভিডিও ছাড়া আমরা বিশ্বাস করি না,We don’t believe anything without watching the match video.
সাকিব এতো ভালো খেনো থুমি?,"Sakib, why are you so good?"
ইলিশের বদলে পাঙ্গাস গেলেই হবে।,"If you can’t get Hilsha, Pangas fish will do."
তুমি সাপিক খান,You’re Sakib Khan!
আপনি নিজেই একটা সমস্যা!,You’re the problem yourself!
আইডি'টা থেকে ঘুরে আসার আমন্ত্রণ রইলো। ভালো লাগলে আইডি'টা ফলো করবেন। ধন্যবাদ,"You're invited to check out my profile. If you like it, follow me. Thanks."
বেশি বারা বারি ভালো না ধর্ম নিয়ে এমনি একটা কথা বলা বাদ দেন ভাই,"Overstepping boundaries isn’t good—stop saying such things about religion, brother."
আলেম আর পুরোহিত মিলাইতে আইসো না মনা।।,"Don’t try to mix clerics with priests, my friend."
সত্যই সব গুজব। তোর মাম্মির পাছাডা লাল হইছে কেবলমাত্র এটাই আসল।,"Indeed, all rumors. The only truth is that your mom’s backside has turned red!"
গোপালগঞ্জ এর মানুষ ঘুমায় এদিক দিয়ে ৬৩ জেলার মানুষ তাদের টেনশন এ আছে,"The people of Gopalganj are sleeping, while the rest of the 63 districts are tense because of them."
"ভাগ্যিস গ্রামীণফোন ফ্রী ডাটা দিছে দিনের বেলায়, নাহলে গু জবের বদলে ভিডিও ছাইড়া দিতো পোলাপাইনে","Thankfully, Grameenphone has given free daytime data—otherwise, the kids would’ve dropped a video instead of nonsense jobs."
ভাই তোর বানান গুলা সঠিক করলি ক্যাম্নে,"Brother, how did you correct your spellings?"
"ঢুকানোর পর যদি আওয়াজ না আসে,",If no sound comes after insertion…
লোক লাজ্জার ভয়ে এই সত্যি কথা টা আমি বলতে পারতেছি,"Out of shame, I can’t tell the truth about this."
সাফিক তোমার না দুইটা বউ আছে। পরিমনিকে টার্গেট করো,"Safik, don’t you already have two wives? Target Pori Moni!"
